Brand_ID	ProductLabel	CurrencyKey	UnitProce_EUR	SCD_EffectiveDate	ETL_LoadID	ETL_CreateDate	ETL_ModifiedDate
ctoso0000273	0101001	7	10.0205	01-01-2012		11-29-2018	04-16-2019
ctoso0000273	0101001	7	10.6631	07-01-2012		11-29-2018	04-16-2019
ctoso0000273	0101001	7	10.8614	07-01-2013		11-29-2018	04-16-2019
ctoso0000273	0101001	7	11.1039	07-01-2014		11-29-2018	04-16-2019
ctoso0000273	0101001	7	14.1227	07-01-2015		11-29-2018	04-16-2019
ctoso0000273	0101001	7	14.4614	07-01-2016		11-29-2018	04-16-2019
ctoso0000274	0101002	7	10.0205	01-01-2012		11-29-2018	04-16-2019
ctoso0000274	0101002	7	10.6631	07-01-2012		11-29-2018	04-16-2019
ctoso0000274	0101002	7	10.8614	07-01-2013		11-29-2018	04-16-2019
ctoso0000274	0101002	7	11.1039	07-01-2014		11-29-2018	04-16-2019
ctoso0000274	0101002	7	14.1227	07-01-2015		11-29-2018	04-16-2019
ctoso0000274	0101002	7	14.4614	07-01-2016		11-29-2018	04-16-2019
ctoso0000275	0101003	7	11.2007	01-01-2012		11-29-2018	04-16-2019
ctoso0000275	0101003	7	11.9191	07-01-2012		11-29-2018	04-16-2019
ctoso0000275	0101003	7	12.1407	07-01-2013		11-29-2018	04-16-2019
ctoso0000275	0101003	7	12.4117	07-01-2014		11-29-2018	04-16-2019
ctoso0000275	0101003	7	15.7861	07-01-2015		11-29-2018	04-16-2019
ctoso0000275	0101003	7	16.1647	07-01-2016		11-29-2018	04-16-2019
ctoso0000276	0101004	7	16.6391	01-01-2012		11-29-2018	04-16-2019
ctoso0000276	0101004	7	17.7062	07-01-2012		11-29-2018	04-16-2019
ctoso0000276	0101004	7	18.0355	07-01-2013		11-29-2018	04-16-2019
ctoso0000276	0101004	7	18.4381	07-01-2014		11-29-2018	04-16-2019
ctoso0000276	0101004	7	23.4509	07-01-2015		11-29-2018	04-16-2019
ctoso0000276	0101004	7	24.0133	07-01-2016		11-29-2018	04-16-2019
ctoso0000277	0101005	7	16.6391	01-01-2012		11-29-2018	04-16-2019
ctoso0000277	0101005	7	17.7062	07-01-2012		11-29-2018	04-16-2019
ctoso0000277	0101005	7	18.0355	07-01-2013		11-29-2018	04-16-2019
ctoso0000277	0101005	7	18.4381	07-01-2014		11-29-2018	04-16-2019
ctoso0000277	0101005	7	23.4509	07-01-2015		11-29-2018	04-16-2019
ctoso0000277	0101005	7	24.0133	07-01-2016		11-29-2018	04-16-2019
ctoso0000278	0101006	7	16.6391	01-01-2012		11-29-2018	04-16-2019
ctoso0000278	0101006	7	17.7062	07-01-2012		11-29-2018	04-16-2019
ctoso0000278	0101006	7	18.0355	07-01-2013		11-29-2018	04-16-2019
ctoso0000278	0101006	7	18.4381	07-01-2014		11-29-2018	04-16-2019
ctoso0000278	0101006	7	23.4509	07-01-2015		11-29-2018	04-16-2019
ctoso0000278	0101006	7	24.0133	07-01-2016		11-29-2018	04-16-2019
ctoso0000279	0101007	7	16.6391	01-01-2012		11-29-2018	04-16-2019
ctoso0000279	0101007	7	17.7062	07-01-2012		11-29-2018	04-16-2019
ctoso0000279	0101007	7	18.0355	07-01-2013		11-29-2018	04-16-2019
ctoso0000279	0101007	7	18.4381	07-01-2014		11-29-2018	04-16-2019
ctoso0000279	0101007	7	23.4509	07-01-2015		11-29-2018	04-16-2019
ctoso0000279	0101007	7	24.0133	07-01-2016		11-29-2018	04-16-2019
ctoso0000280	0101008	7	46.2763	01-01-2012		11-29-2018	04-16-2019
ctoso0000280	0101008	7	49.2441	07-01-2012		11-29-2018	04-16-2019
ctoso0000280	0101008	7	50.16	07-01-2013		11-29-2018	04-16-2019
ctoso0000280	0101008	7	51.2796	07-01-2014		11-29-2018	04-16-2019
ctoso0000280	0101008	7	65.2211	07-01-2015		11-29-2018	04-16-2019
ctoso0000280	0101008	7	66.7852	07-01-2016		11-29-2018	04-16-2019
ctoso0000281	0101009	7	46.2763	01-01-2012		11-29-2018	04-16-2019
ctoso0000281	0101009	7	49.2441	07-01-2012		11-29-2018	04-16-2019
ctoso0000281	0101009	7	50.16	07-01-2013		11-29-2018	04-16-2019
ctoso0000281	0101009	7	51.2796	07-01-2014		11-29-2018	04-16-2019
ctoso0000281	0101009	7	65.2211	07-01-2015		11-29-2018	04-16-2019
ctoso0000281	0101009	7	66.7852	07-01-2016		11-29-2018	04-16-2019
ctoso0000282	0101010	7	46.2763	01-01-2012		11-29-2018	04-16-2019
ctoso0000282	0101010	7	49.2441	07-01-2012		11-29-2018	04-16-2019
ctoso0000282	0101010	7	50.16	07-01-2013		11-29-2018	04-16-2019
ctoso0000282	0101010	7	51.2796	07-01-2014		11-29-2018	04-16-2019
ctoso0000282	0101010	7	65.2211	07-01-2015		11-29-2018	04-16-2019
ctoso0000282	0101010	7	66.7852	07-01-2016		11-29-2018	04-16-2019
ctoso0000283	0101011	7	46.2763	01-01-2012		11-29-2018	04-16-2019
ctoso0000283	0101011	7	49.2441	07-01-2012		11-29-2018	04-16-2019
ctoso0000283	0101011	7	50.16	07-01-2013		11-29-2018	04-16-2019
ctoso0000283	0101011	7	51.2796	07-01-2014		11-29-2018	04-16-2019
ctoso0000283	0101011	7	65.2211	07-01-2015		11-29-2018	04-16-2019
ctoso0000283	0101011	7	66.7852	07-01-2016		11-29-2018	04-16-2019
ctoso0000284	0101012	7	59.9224	01-01-2012		11-29-2018	04-16-2019
ctoso0000284	0101012	7	63.7653	07-01-2012		11-29-2018	04-16-2019
ctoso0000284	0101012	7	64.9513	07-01-2013		11-29-2018	04-16-2019
ctoso0000284	0101012	7	66.401	07-01-2014		11-29-2018	04-16-2019
