Product_ID;ProductLabel;CurrencyKey;UnitPrice_CNY;SCD_EffectiveDate;ETL_LoadID;ETL_CreateDate;ETL_ModifiedDate
"0101010101001";"0101001";"23";"82.2137";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0101010101001";"0101001";"23";"84.9416";"2012-07-01";"";"2018-11-29";"2019-04-16"
"0101010101001";"0101001";"23";"87.465";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0101010101001";"0101001";"23";"93.4756";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0101010101001";"0101001";"23";"96.6596";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0101010101001";"0101001";"23";"106.9915";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0101010101002";"0101002";"23";"82.2137";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0101010101002";"0101002";"23";"84.9416";"2012-07-01";"";"2018-11-29";"2019-04-16"
"0101010101002";"0101002";"23";"87.465";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0101010101002";"0101002";"23";"93.4756";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0101010101002";"0101002";"23";"96.6596";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0101010101002";"0101002";"23";"106.9915";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0101010101003";"0101003";"23";"91.8971";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0101010101003";"0101003";"23";"94.9463";"2012-07-01";"";"2018-11-29";"2019-04-16"
"0101010101003";"0101003";"23";"97.7669";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0101010101003";"0101003";"23";"104.4855";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0101010101003";"0101003";"23";"108.0445";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0101010101003";"0101003";"23";"119.5933";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0101010101004";"0101004";"23";"136.5165";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0101010101004";"0101004";"23";"141.0462";"2012-07-01";"";"2018-11-29";"2019-04-16"
"0101010101004";"0101004";"23";"145.2364";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0101010101004";"0101004";"23";"155.217";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0101010101004";"0101004";"23";"160.5041";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0101010101004";"0101004";"23";"177.6603";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0101010101005";"0101005";"23";"136.5165";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0101010101005";"0101005";"23";"141.0462";"2012-07-01";"";"2018-11-29";"2019-04-16"
"0101010101005";"0101005";"23";"145.2364";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0101010101005";"0101005";"23";"155.217";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0101010101005";"0101005";"23";"160.5041";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0101010101005";"0101005";"23";"177.6603";"2016-07-01";"";"2018-11-29";"2019-04-16"
