Product_ID;ProductLabel;CurrencyKey;UnitPrice_CNY;SCD_EffectiveDate;ETL_LoadID;ETL_CreateDate;ETL_ModifiedDate
"0303080308177";"0308177";"23";"6.8923";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0303080308177";"0308177";"23";"7.5722";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0303080308178";"0308178";"23";"6.0125";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0303080308178";"0308178";"23";"6.1032";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0303080308178";"0308178";"23";"6.3687";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0303080308178";"0308178";"23";"6.8923";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0303080308178";"0308178";"23";"7.5722";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0303080308179";"0308179";"23";"6.0125";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0303080308179";"0308179";"23";"6.1032";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0303080308179";"0308179";"23";"6.3687";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0303080308179";"0308179";"23";"6.8923";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0303080308179";"0308179";"23";"7.5722";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0303080308180";"0308180";"23";"6.0125";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0303080308180";"0308180";"23";"6.1032";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0303080308180";"0308180";"23";"6.3687";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0303080308180";"0308180";"23";"6.8923";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0303080308180";"0308180";"23";"7.5722";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0303080308181";"0308181";"23";"12.5947";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0303080308181";"0308181";"23";"12.7845";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0303080308181";"0308181";"23";"13.3408";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0303080308181";"0308181";"23";"14.4376";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0303080308181";"0308181";"23";"15.8618";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0303080308182";"0308182";"23";"12.5947";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0303080308182";"0308182";"23";"12.7845";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0303080308182";"0308182";"23";"13.3408";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0303080308182";"0308182";"23";"14.4376";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0303080308182";"0308182";"23";"15.8618";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0303080308183";"0308183";"23";"12.5947";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0303080308183";"0308183";"23";"12.7845";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0303080308183";"0308183";"23";"13.3408";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0303080308183";"0308183";"23";"14.4376";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0303080308183";"0308183";"23";"15.8618";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0303080308184";"0308184";"23";"12.5947";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0303080308184";"0308184";"23";"12.7845";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0303080308184";"0308184";"23";"13.3408";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0303080308184";"0308184";"23";"14.4376";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0303080308184";"0308184";"23";"15.8618";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0303080308185";"0308185";"23";"215.1227";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0303080308185";"0308185";"23";"222.2606";"2012-07-01";"";"2018-11-29";"2019-04-16"
"0303080308185";"0308185";"23";"228.8634";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0303080308185";"0308185";"23";"244.591";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0303080308185";"0308185";"23";"252.9223";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0303080308185";"0308185";"23";"279.957";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0303080308186";"0308186";"23";"215.1227";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0303080308186";"0308186";"23";"222.2606";"2012-07-01";"";"2018-11-29";"2019-04-16"
"0303080308186";"0308186";"23";"228.8634";"2013-07-01";"";"2018-11-29";"2019-04-16"
