Brand_ID	ProductLabel	CurrencyKey	UnitProce_EUR	SCD_EffectiveDate	ETL_LoadID	ETL_CreateDate	ETL_ModifiedDate
ctoso0000005	0807005	7	256.4321	07-01-2014		11-29-2018	04-16-2019
ctoso0000005	0807005	7	326.1491	07-01-2015		11-29-2018	04-16-2019
ctoso0000005	0807005	7	333.9705	07-01-2016		11-29-2018	04-16-2019
ctoso0000006	0807006	7	154.2723	01-01-2012		11-29-2018	04-16-2019
ctoso0000006	0807006	7	164.1662	07-01-2012		11-29-2018	04-16-2019
ctoso0000006	0807006	7	167.2194	07-01-2013		11-29-2018	04-16-2019
ctoso0000006	0807006	7	170.9519	07-01-2014		11-29-2018	04-16-2019
ctoso0000006	0807006	7	217.4291	07-01-2015		11-29-2018	04-16-2019
ctoso0000006	0807006	7	222.6433	07-01-2016		11-29-2018	04-16-2019
ctoso0000007	0807007	7	84.8463	01-01-2012		11-29-2018	04-16-2019
ctoso0000007	0807007	7	90.2877	07-01-2012		11-29-2018	04-16-2019
ctoso0000007	0807007	7	91.9669	07-01-2013		11-29-2018	04-16-2019
ctoso0000007	0807007	7	94.0197	07-01-2014		11-29-2018	04-16-2019
ctoso0000007	0807007	7	119.5811	07-01-2015		11-29-2018	04-16-2019
ctoso0000007	0807007	7	122.4488	07-01-2016		11-29-2018	04-16-2019
ctoso0000008	0807008	7	490.6027	01-01-2012		11-29-2018	04-16-2019
ctoso0000008	0807008	7	522.0664	07-01-2012		11-29-2018	04-16-2019
ctoso0000008	0807008	7	531.776	07-01-2013		11-29-2018	04-16-2019
ctoso0000008	0807008	7	543.6455	07-01-2014		11-29-2018	04-16-2019
ctoso0000008	0807008	7	691.4483	07-01-2015		11-29-2018	04-16-2019
ctoso0000008	0807008	7	708.0299	07-01-2016		11-29-2018	04-16-2019
ctoso0000009	0807009	7	354.8363	01-01-2012		11-29-2018	04-16-2019
ctoso0000009	0807009	7	366.9727	07-01-2013		11-29-2018	04-16-2019
ctoso0000009	0807009	7	366.3149	07-01-2014		11-29-2018	04-16-2019
ctoso0000009	0807009	7	487.5986	07-01-2015		11-29-2018	04-16-2019
ctoso0000009	0807009	7	495.5748	07-01-2016		11-29-2018	04-16-2019
ctoso0000010	0807010	7	331.6943	01-01-2012		11-29-2018	04-16-2019
ctoso0000010	0807010	7	343.0391	07-01-2013		11-29-2018	04-16-2019
ctoso0000010	0807010	7	342.4243	07-01-2014		11-29-2018	04-16-2019
ctoso0000010	0807010	7	455.798	07-01-2015		11-29-2018	04-16-2019
ctoso0000010	0807010	7	463.254	07-01-2016		11-29-2018	04-16-2019
ctoso0000011	0807011	7	308.5523	01-01-2012		11-29-2018	04-16-2019
ctoso0000011	0807011	7	328.3406	07-01-2012		11-29-2018	04-16-2019
ctoso0000011	0807011	7	334.4472	07-01-2013		11-29-2018	04-16-2019
ctoso0000011	0807011	7	341.9123	07-01-2014		11-29-2018	04-16-2019
ctoso0000011	0807011	7	434.8691	07-01-2015		11-29-2018	04-16-2019
ctoso0000011	0807011	7	445.2977	07-01-2016		11-29-2018	04-16-2019
ctoso0000012	0807012	7	231.4123	01-01-2012		11-29-2018	04-16-2019
ctoso0000012	0807012	7	246.2534	07-01-2012		11-29-2018	04-16-2019
ctoso0000012	0807012	7	250.8333	07-01-2013		11-29-2018	04-16-2019
ctoso0000012	0807012	7	256.4321	07-01-2014		11-29-2018	04-16-2019
ctoso0000012	0807012	7	326.1491	07-01-2015		11-29-2018	04-16-2019
ctoso0000012	0807012	7	333.9705	07-01-2016		11-29-2018	04-16-2019
ctoso0000013	0807013	7	154.2723	01-01-2012		11-29-2018	04-16-2019
ctoso0000013	0807013	7	164.1662	07-01-2012		11-29-2018	04-16-2019
ctoso0000013	0807013	7	167.2194	07-01-2013		11-29-2018	04-16-2019
ctoso0000013	0807013	7	170.9519	07-01-2014		11-29-2018	04-16-2019
ctoso0000013	0807013	7	217.4291	07-01-2015		11-29-2018	04-16-2019
ctoso0000013	0807013	7	222.6433	07-01-2016		11-29-2018	04-16-2019
ctoso0000014	0807014	7	84.8463	01-01-2012		11-29-2018	04-16-2019
ctoso0000014	0807014	7	90.2877	07-01-2012		11-29-2018	04-16-2019
ctoso0000014	0807014	7	91.9669	07-01-2013		11-29-2018	04-16-2019
ctoso0000014	0807014	7	94.0197	07-01-2014		11-29-2018	04-16-2019
ctoso0000014	0807014	7	119.5811	07-01-2015		11-29-2018	04-16-2019
ctoso0000014	0807014	7	122.4488	07-01-2016		11-29-2018	04-16-2019
ctoso0000015	0807015	7	490.6027	01-01-2012		11-29-2018	04-16-2019
ctoso0000015	0807015	7	522.0664	07-01-2012		11-29-2018	04-16-2019
ctoso0000015	0807015	7	531.776	07-01-2013		11-29-2018	04-16-2019
ctoso0000015	0807015	7	543.6455	07-01-2014		11-29-2018	04-16-2019
ctoso0000015	0807015	7	691.4483	07-01-2015		11-29-2018	04-16-2019
ctoso0000015	0807015	7	708.0299	07-01-2016		11-29-2018	04-16-2019
ctoso0000016	0807016	7	354.8363	01-01-2012		11-29-2018	04-16-2019
ctoso0000016	0807016	7	366.9727	07-01-2013		11-29-2018	04-16-2019
ctoso0000016	0807016	7	366.3149	07-01-2014		11-29-2018	04-16-2019
ctoso0000016	0807016	7	487.5986	07-01-2015		11-29-2018	04-16-2019
ctoso0000016	0807016	7	495.5748	07-01-2016		11-29-2018	04-16-2019
ctoso0000017	0807017	7	331.6943	01-01-2012		11-29-2018	04-16-2019
ctoso0000017	0807017	7	343.0391	07-01-2013		11-29-2018	04-16-2019
ctoso0000017	0807017	7	342.4243	07-01-2014		11-29-2018	04-16-2019
ctoso0000017	0807017	7	455.798	07-01-2015		11-29-2018	04-16-2019
ctoso0000017	0807017	7	463.254	07-01-2016		11-29-2018	04-16-2019
ctoso0000018	0807018	7	308.5523	01-01-2012		11-29-2018	04-16-2019
ctoso0000018	0807018	7	328.3406	07-01-2012		11-29-2018	04-16-2019
ctoso0000018	0807018	7	334.4472	07-01-2013		11-29-2018	04-16-2019
ctoso0000018	0807018	7	341.9123	07-01-2014		11-29-2018	04-16-2019
ctoso0000018	0807018	7	434.8691	07-01-2015		11-29-2018	04-16-2019
ctoso0000018	0807018	7	445.2977	07-01-2016		11-29-2018	04-16-2019
ctoso0000019	0807019	7	231.4123	01-01-2012		11-29-2018	04-16-2019
ctoso0000019	0807019	7	246.2534	07-01-2012		11-29-2018	04-16-2019
ctoso0000019	0807019	7	250.8333	07-01-2013		11-29-2018	04-16-2019
ctoso0000019	0807019	7	256.4321	07-01-2014		11-29-2018	04-16-2019
ctoso0000019	0807019	7	326.1491	07-01-2015		11-29-2018	04-16-2019
ctoso0000019	0807019	7	333.9705	07-01-2016		11-29-2018	04-16-2019
ctoso0000020	0807020	7	154.2723	01-01-2012		11-29-2018	04-16-2019
ctoso0000020	0807020	7	164.1662	07-01-2012		11-29-2018	04-16-2019
ctoso0000020	0807020	7	167.2194	07-01-2013		11-29-2018	04-16-2019
ctoso0000020	0807020	7	170.9519	07-01-2014		11-29-2018	04-16-2019
ctoso0000020	0807020	7	217.4291	07-01-2015		11-29-2018	04-16-2019
ctoso0000020	0807020	7	222.6433	07-01-2016		11-29-2018	04-16-2019
ctoso0000021	0807021	7	84.8463	01-01-2012		11-29-2018	04-16-2019
ctoso0000021	0807021	7	90.2877	07-01-2012		11-29-2018	04-16-2019
ctoso0000021	0807021	7	91.9669	07-01-2013		11-29-2018	04-16-2019
ctoso0000021	0807021	7	94.0197	07-01-2014		11-29-2018	04-16-2019
ctoso0000021	0807021	7	119.5811	07-01-2015		11-29-2018	04-16-2019
ctoso0000021	0807021	7	122.4488	07-01-2016		11-29-2018	04-16-2019
ctoso0000022	0807022	7	490.6027	01-01-2012		11-29-2018	04-16-2019
ctoso0000022	0807022	7	522.0664	07-01-2012		11-29-2018	04-16-2019
ctoso0000022	0807022	7	531.776	07-01-2013		11-29-2018	04-16-2019
ctoso0000022	0807022	7	543.6455	07-01-2014		11-29-2018	04-16-2019
ctoso0000022	0807022	7	691.4483	07-01-2015		11-29-2018	04-16-2019
ctoso0000022	0807022	7	708.0299	07-01-2016		11-29-2018	04-16-2019
ctoso0000023	0807023	7	354.8363	01-01-2012		11-29-2018	04-16-2019
ctoso0000023	0807023	7	366.9727	07-01-2013		11-29-2018	04-16-2019
ctoso0000023	0807023	7	366.3149	07-01-2014		11-29-2018	04-16-2019
ctoso0000023	0807023	7	487.5986	07-01-2015		11-29-2018	04-16-2019
ctoso0000023	0807023	7	495.5748	07-01-2016		11-29-2018	04-16-2019
ctoso0000024	0807024	7	331.6943	01-01-2012		11-29-2018	04-16-2019
ctoso0000024	0807024	7	343.0391	07-01-2013		11-29-2018	04-16-2019
ctoso0000024	0807024	7	342.4243	07-01-2014		11-29-2018	04-16-2019
ctoso0000024	0807024	7	455.798	07-01-2015		11-29-2018	04-16-2019
ctoso0000024	0807024	7	463.254	07-01-2016		11-29-2018	04-16-2019
ctoso0000025	0807025	7	308.5523	01-01-2012		11-29-2018	04-16-2019
ctoso0000025	0807025	7	328.3406	07-01-2012		11-29-2018	04-16-2019
ctoso0000025	0807025	7	334.4472	07-01-2013		11-29-2018	04-16-2019
ctoso0000025	0807025	7	341.9123	07-01-2014		11-29-2018	04-16-2019
ctoso0000025	0807025	7	434.8691	07-01-2015		11-29-2018	04-16-2019
ctoso0000025	0807025	7	445.2977	07-01-2016		11-29-2018	04-16-2019
ctoso0000026	0807026	7	231.4123	01-01-2012		11-29-2018	04-16-2019
ctoso0000026	0807026	7	246.2534	07-01-2012		11-29-2018	04-16-2019
ctoso0000026	0807026	7	250.8333	07-01-2013		11-29-2018	04-16-2019
ctoso0000026	0807026	7	256.4321	07-01-2014		11-29-2018	04-16-2019
ctoso0000026	0807026	7	326.1491	07-01-2015		11-29-2018	04-16-2019
ctoso0000026	0807026	7	333.9705	07-01-2016		11-29-2018	04-16-2019
ctoso0000027	0807027	7	154.2723	01-01-2012		11-29-2018	04-16-2019
ctoso0000027	0807027	7	164.1662	07-01-2012		11-29-2018	04-16-2019
ctoso0000027	0807027	7	167.2194	07-01-2013		11-29-2018	04-16-2019
ctoso0000027	0807027	7	170.9519	07-01-2014		11-29-2018	04-16-2019
ctoso0000027	0807027	7	217.4291	07-01-2015		11-29-2018	04-16-2019
ctoso0000027	0807027	7	222.6433	07-01-2016		11-29-2018	04-16-2019
ctoso0000028	0807028	7	84.8463	01-01-2012		11-29-2018	04-16-2019
ctoso0000028	0807028	7	90.2877	07-01-2012		11-29-2018	04-16-2019
ctoso0000028	0807028	7	91.9669	07-01-2013		11-29-2018	04-16-2019
ctoso0000028	0807028	7	94.0197	07-01-2014		11-29-2018	04-16-2019
ctoso0000028	0807028	7	119.5811	07-01-2015		11-29-2018	04-16-2019
ctoso0000028	0807028	7	122.4488	07-01-2016		11-29-2018	04-16-2019
ctoso0000029	0807029	7	490.6027	01-01-2012		11-29-2018	04-16-2019
ctoso0000029	0807029	7	522.0664	07-01-2012		11-29-2018	04-16-2019
ctoso0000029	0807029	7	531.776	07-01-2013		11-29-2018	04-16-2019
ctoso0000029	0807029	7	543.6455	07-01-2014		11-29-2018	04-16-2019
ctoso0000029	0807029	7	691.4483	07-01-2015		11-29-2018	04-16-2019
