Product_ID;ProductLabel;CurrencyKey;UnitPrice_CNY;SCD_EffectiveDate;ETL_LoadID;ETL_CreateDate;ETL_ModifiedDate
"0303030303045";"0303045";"23";"2231.5798";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0303030303045";"0303045";"23";"2470.112";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0303040304001";"0304001";"23";"5183.451";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0303040304001";"0304001";"23";"5238.6646";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0303040304001";"0304001";"23";"5535.6055";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0303040304001";"0304001";"23";"6364.851";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0303040304002";"0304002";"23";"5499.901";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0303040304002";"0304002";"23";"5558.4854";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0303040304002";"0304002";"23";"5873.5547";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0303040304002";"0304002";"23";"6753.426";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0303040304003";"0304003";"23";"3917.651";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0303040304003";"0304003";"23";"3976.6985";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0303040304003";"0304003";"23";"4149.7363";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0303040304003";"0304003";"23";"4490.878";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0303040304003";"0304003";"23";"4933.9004";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0303040304004";"0304004";"23";"4297.391";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0303040304004";"0304004";"23";"4362.162";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0303040304004";"0304004";"23";"4551.9727";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0303040304004";"0304004";"23";"4926.181";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0303040304004";"0304004";"23";"5412.146";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0303040304005";"0304005";"23";"1639.211";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0303040304005";"0304005";"23";"1663.9175";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0303040304005";"0304005";"23";"1736.3195";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0303040304005";"0304005";"23";"1879.0587";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0303040304005";"0304005";"23";"2064.4268";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0303040304006";"0304006";"23";"1765.791";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0303040304006";"0304006";"23";"1792.4054";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0303040304006";"0304006";"23";"1870.3981";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0303040304006";"0304006";"23";"2024.1598";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0303040304006";"0304006";"23";"2223.842";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0303040304007";"0304007";"23";"879.731";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0303040304007";"0304007";"23";"908.921";"2012-07-01";"";"2018-11-29";"2019-04-16"
"0303040304007";"0304007";"23";"935.9227";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0303040304007";"0304007";"23";"1000.2396";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0303040304007";"0304007";"23";"1034.31";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0303040304007";"0304007";"23";"1144.8668";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0303040304008";"0304008";"23";"1132.891";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0303040304008";"0304008";"23";"1170.481";"2012-07-01";"";"2018-11-29";"2019-04-16"
"0303040304008";"0304008";"23";"1205.253";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0303040304008";"0304008";"23";"1288.0782";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0303040304008";"0304008";"23";"1331.9532";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0303040304008";"0304008";"23";"1474.325";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0303040304009";"0304009";"23";"626.571";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0303040304009";"0304009";"23";"647.361";"2012-07-01";"";"2018-11-29";"2019-04-16"
"0303040304009";"0304009";"23";"666.5924";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0303040304009";"0304009";"23";"712.4008";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0303040304009";"0304009";"23";"736.6669";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0303040304009";"0304009";"23";"815.4087";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0303040304010";"0304010";"23";"816.441";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0303040304010";"0304010";"23";"843.531";"2012-07-01";"";"2018-11-29";"2019-04-16"
"0303040304010";"0304010";"23";"868.5902";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0303040304010";"0304010";"23";"928.2799";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0303040304010";"0304010";"23";"959.8993";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0303040304010";"0304010";"23";"1062.5023";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0303040304011";"0304011";"23";"626.571";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0303040304011";"0304011";"23";"647.361";"2012-07-01";"";"2018-11-29";"2019-04-16"
"0303040304011";"0304011";"23";"666.5924";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0303040304011";"0304011";"23";"712.4008";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0303040304011";"0304011";"23";"736.6669";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0303040304011";"0304011";"23";"815.4087";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0303040304012";"0304012";"23";"436.701";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0303040304012";"0304012";"23";"451.191";"2012-07-01";"";"2018-11-29";"2019-04-16"
"0303040304012";"0304012";"23";"464.5947";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0303040304012";"0304012";"23";"496.5218";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0303040304012";"0304012";"23";"513.4345";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0303040304012";"0304012";"23";"568.3152";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0303040304013";"0304013";"23";"373.411";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0303040304013";"0304013";"23";"385.801";"2012-07-01";"";"2018-11-29";"2019-04-16"
"0303040304013";"0304013";"23";"397.2622";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0303040304013";"0304013";"23";"424.5621";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0303040304013";"0304013";"23";"439.0237";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0303040304013";"0304013";"23";"485.9507";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0303040304014";"0304014";"23";"310.121";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0303040304014";"0304014";"23";"320.411";"2012-07-01";"";"2018-11-29";"2019-04-16"
"0303040304014";"0304014";"23";"329.9296";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0303040304014";"0304014";"23";"352.6024";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0303040304014";"0304014";"23";"364.6129";"2015-07-01";"";"2018-11-29";"2019-04-16"
