Brand_ID	ProductLabel	CurrencyKey	UnitProce_EUR	SCD_EffectiveDate	ETL_LoadID	ETL_CreateDate	ETL_ModifiedDate
svido0000101	0308177	7	1.007	07-01-2015		11-29-2018	04-16-2019
svido0000101	0308177	7	1.0235	07-01-2016		11-29-2018	04-16-2019
svido0000102	0308178	7	0.7328	01-01-2012		11-29-2018	04-16-2019
svido0000102	0308178	7	0.7579	07-01-2013		11-29-2018	04-16-2019
svido0000102	0308178	7	0.7565	07-01-2014		11-29-2018	04-16-2019
svido0000102	0308178	7	1.007	07-01-2015		11-29-2018	04-16-2019
svido0000102	0308178	7	1.0235	07-01-2016		11-29-2018	04-16-2019
svido0000103	0308179	7	0.7328	01-01-2012		11-29-2018	04-16-2019
svido0000103	0308179	7	0.7579	07-01-2013		11-29-2018	04-16-2019
svido0000103	0308179	7	0.7565	07-01-2014		11-29-2018	04-16-2019
svido0000103	0308179	7	1.007	07-01-2015		11-29-2018	04-16-2019
svido0000103	0308179	7	1.0235	07-01-2016		11-29-2018	04-16-2019
svido0000104	0308180	7	0.7328	01-01-2012		11-29-2018	04-16-2019
svido0000104	0308180	7	0.7579	07-01-2013		11-29-2018	04-16-2019
svido0000104	0308180	7	0.7565	07-01-2014		11-29-2018	04-16-2019
svido0000104	0308180	7	1.007	07-01-2015		11-29-2018	04-16-2019
svido0000104	0308180	7	1.0235	07-01-2016		11-29-2018	04-16-2019
svido0000105	0308181	7	1.5351	01-01-2012		11-29-2018	04-16-2019
svido0000105	0308181	7	1.5876	07-01-2013		11-29-2018	04-16-2019
svido0000105	0308181	7	1.5847	07-01-2014		11-29-2018	04-16-2019
svido0000105	0308181	7	2.1094	07-01-2015		11-29-2018	04-16-2019
svido0000105	0308181	7	2.1439	07-01-2016		11-29-2018	04-16-2019
svido0000106	0308182	7	1.5351	01-01-2012		11-29-2018	04-16-2019
svido0000106	0308182	7	1.5876	07-01-2013		11-29-2018	04-16-2019
svido0000106	0308182	7	1.5847	07-01-2014		11-29-2018	04-16-2019
svido0000106	0308182	7	2.1094	07-01-2015		11-29-2018	04-16-2019
svido0000106	0308182	7	2.1439	07-01-2016		11-29-2018	04-16-2019
svido0000107	0308183	7	1.5351	01-01-2012		11-29-2018	04-16-2019
svido0000107	0308183	7	1.5876	07-01-2013		11-29-2018	04-16-2019
svido0000107	0308183	7	1.5847	07-01-2014		11-29-2018	04-16-2019
svido0000107	0308183	7	2.1094	07-01-2015		11-29-2018	04-16-2019
svido0000107	0308183	7	2.1439	07-01-2016		11-29-2018	04-16-2019
svido0000108	0308184	7	1.5351	01-01-2012		11-29-2018	04-16-2019
svido0000108	0308184	7	1.5876	07-01-2013		11-29-2018	04-16-2019
svido0000108	0308184	7	1.5847	07-01-2014		11-29-2018	04-16-2019
