Brand_ID	ProductLabel	CurrencyKey	UnitProce_EUR	SCD_EffectiveDate	ETL_LoadID	ETL_CreateDate	ETL_ModifiedDate
ctoso0000391	0402054	7	452.3291	07-01-2014		11-29-2018	04-16-2019
ctoso0000391	0402054	7	602.0914	07-01-2015		11-29-2018	04-16-2019
ctoso0000391	0402054	7	611.9405	07-01-2016		11-29-2018	04-16-2019
ctoso0000392	0402055	7	264.5902	01-01-2012		11-29-2018	04-16-2019
ctoso0000392	0402055	7	260.6196	07-01-2014		11-29-2018	04-16-2019
ctoso0000392	0402055	7	338.7262	07-01-2015		11-29-2018	04-16-2019
ctoso0000392	0402055	7	360.2961	07-01-2016		11-29-2018	04-16-2019
ctoso0000393	0402056	7	276.1612	01-01-2012		11-29-2018	04-16-2019
ctoso0000393	0402056	7	293.8722	07-01-2012		11-29-2018	04-16-2019
ctoso0000393	0402056	7	299.3378	07-01-2013		11-29-2018	04-16-2019
ctoso0000393	0402056	7	306.0191	07-01-2014		11-29-2018	04-16-2019
ctoso0000393	0402056	7	389.2176	07-01-2015		11-29-2018	04-16-2019
ctoso0000393	0402056	7	398.5514	07-01-2016		11-29-2018	04-16-2019
ctoso0000394	0402057	7	487.5248	01-01-2012		11-29-2018	04-16-2019
ctoso0000394	0402057	7	518.7911	07-01-2012		11-29-2018	04-16-2019
ctoso0000394	0402057	7	528.4398	07-01-2013		11-29-2018	04-16-2019
ctoso0000394	0402057	7	540.2349	07-01-2014		11-29-2018	04-16-2019
ctoso0000394	0402057	7	687.1104	07-01-2015		11-29-2018	04-16-2019
ctoso0000394	0402057	7	703.5879	07-01-2016		11-29-2018	04-16-2019
ctoso0000395	0402058	7	438.1552	01-01-2012		11-29-2018	04-16-2019
ctoso0000395	0402058	7	431.58	07-01-2014		11-29-2018	04-16-2019
ctoso0000395	0402058	7	560.9227	07-01-2015		11-29-2018	04-16-2019
ctoso0000395	0402058	7	596.642	07-01-2016		11-29-2018	04-16-2019
ctoso0000396	0402059	7	264.5902	01-01-2012		11-29-2018	04-16-2019
ctoso0000396	0402059	7	281.5591	07-01-2012		11-29-2018	04-16-2019
ctoso0000396	0402059	7	286.7957	07-01-2013		11-29-2018	04-16-2019
ctoso0000396	0402059	7	293.1971	07-01-2014		11-29-2018	04-16-2019
ctoso0000396	0402059	7	372.9096	07-01-2015		11-29-2018	04-16-2019
ctoso0000396	0402059	7	381.8523	07-01-2016		11-29-2018	04-16-2019
ctoso0000397	0402060	7	276.1612	01-01-2012		11-29-2018	04-16-2019
