Brand_ID	ProductLabel	CurrencyKey	UnitProce_EUR	SCD_EffectiveDate	ETL_LoadID	ETL_CreateDate	ETL_ModifiedDate
litwr0000219	0203003	7	325.0728	07-01-2015		11-29-2018	04-16-2019
litwr0000219	0203003	7	332.8683	07-01-2016		11-29-2018	04-16-2019
litwr0000220	0203004	7	492.9246	01-01-2012		11-29-2018	04-16-2019
litwr0000220	0203004	7	509.784	07-01-2013		11-29-2018	04-16-2019
litwr0000220	0203004	7	508.8702	07-01-2014		11-29-2018	04-16-2019
litwr0000220	0203004	7	677.3528	07-01-2015		11-29-2018	04-16-2019
litwr0000220	0203004	7	688.433	07-01-2016		11-29-2018	04-16-2019
litwr0000221	0203005	7	208.2009	01-01-2012		11-29-2018	04-16-2019
litwr0000221	0203005	7	221.5534	07-01-2012		11-29-2018	04-16-2019
litwr0000221	0203005	7	225.6739	07-01-2013		11-29-2018	04-16-2019
litwr0000221	0203005	7	230.7111	07-01-2014		11-29-2018	04-16-2019
litwr0000221	0203005	7	293.4353	07-01-2015		11-29-2018	04-16-2019
litwr0000221	0203005	7	300.4721	07-01-2016		11-29-2018	04-16-2019
litwr0000222	0203006	7	231.3429	01-01-2012		11-29-2018	04-16-2019
litwr0000222	0203006	7	246.1795	07-01-2012		11-29-2018	04-16-2019
litwr0000222	0203006	7	250.7581	07-01-2013		11-29-2018	04-16-2019
litwr0000222	0203006	7	256.3551	07-01-2014		11-29-2018	04-16-2019
litwr0000222	0203006	7	326.0513	07-01-2015		11-29-2018	04-16-2019
litwr0000222	0203006	7	333.8703	07-01-2016		11-29-2018	04-16-2019
litwr0000223	0203007	7	462.0686	01-01-2012		11-29-2018	04-16-2019
litwr0000223	0203007	7	455.1346	07-01-2014		11-29-2018	04-16-2019
litwr0000223	0203007	7	591.5365	07-01-2015		11-29-2018	04-16-2019
litwr0000223	0203007	7	629.2052	07-01-2016		11-29-2018	04-16-2019
litwr0000224	0203008	7	438.9266	01-01-2012		11-29-2018	04-16-2019
litwr0000224	0203008	7	432.3399	07-01-2014		11-29-2018	04-16-2019
litwr0000224	0203008	7	561.9103	07-01-2015		11-29-2018	04-16-2019
litwr0000224	0203008	7	597.6924	07-01-2016		11-29-2018	04-16-2019
litwr0000225	0203009	7	423.4986	01-01-2012		11-29-2018	04-16-2019
litwr0000225	0203009	7	417.1434	07-01-2014		11-29-2018	04-16-2019
litwr0000225	0203009	7	542.1595	07-01-2015		11-29-2018	04-16-2019
litwr0000225	0203009	7	576.6839	07-01-2016		11-29-2018	04-16-2019
litwr0000226	0203010	7	539.2086	01-01-2012		11-29-2018	04-16-2019
litwr0000226	0203010	7	557.651	07-01-2013		11-29-2018	04-16-2019
litwr0000226	0203010	7	556.6514	07-01-2014		11-29-2018	04-16-2019
litwr0000226	0203010	7	740.954	07-01-2015		11-29-2018	04-16-2019
litwr0000226	0203010	7	753.0746	07-01-2016		11-29-2018	04-16-2019
litwr0000227	0203011	7	531.4946	01-01-2012		11-29-2018	04-16-2019
litwr0000227	0203011	7	565.5808	07-01-2012		11-29-2018	04-16-2019
litwr0000227	0203011	7	576.0998	07-01-2013		11-29-2018	04-16-2019
litwr0000227	0203011	7	588.9586	07-01-2014		11-29-2018	04-16-2019
litwr0000227	0203011	7	749.0808	07-01-2015		11-29-2018	04-16-2019
litwr0000227	0203011	7	767.0444	07-01-2016		11-29-2018	04-16-2019
litwr0000228	0203012	7	616.3486	01-01-2012		11-29-2018	04-16-2019
litwr0000228	0203012	7	637.4294	07-01-2013		11-29-2018	04-16-2019
litwr0000228	0203012	7	636.2868	07-01-2014		11-29-2018	04-16-2019
litwr0000228	0203012	7	846.956	07-01-2015		11-29-2018	04-16-2019
litwr0000228	0203012	7	860.8106	07-01-2016		11-29-2018	04-16-2019
litwr0000229	0203013	7	855.4826	01-01-2012		11-29-2018	04-16-2019
litwr0000229	0203013	7	842.6448	07-01-2014		11-29-2018	04-16-2019
litwr0000229	0203013	7	1095.1819	07-01-2015		11-29-2018	04-16-2019
litwr0000229	0203013	7	1164.9224	07-01-2016		11-29-2018	04-16-2019
litwr0000230	0203014	7	462.0686	01-01-2012		11-29-2018	04-16-2019
litwr0000230	0203014	7	477.8726	07-01-2013		11-29-2018	04-16-2019
litwr0000230	0203014	7	477.016	07-01-2014		11-29-2018	04-16-2019
litwr0000230	0203014	7	634.952	07-01-2015		11-29-2018	04-16-2019
litwr0000230	0203014	7	645.3386	07-01-2016		11-29-2018	04-16-2019
litwr0000231	0203015	7	438.9266	01-01-2012		11-29-2018	04-16-2019
litwr0000231	0203015	7	467.0762	07-01-2012		11-29-2018	04-16-2019
litwr0000231	0203015	7	475.7631	07-01-2013		11-29-2018	04-16-2019
litwr0000231	0203015	7	486.3823	07-01-2014		11-29-2018	04-16-2019
litwr0000231	0203015	7	618.6168	07-01-2015		11-29-2018	04-16-2019
litwr0000231	0203015	7	633.4518	07-01-2016		11-29-2018	04-16-2019
litwr0000232	0203016	7	446.6406	01-01-2012		11-29-2018	04-16-2019
litwr0000232	0203016	7	461.9169	07-01-2013		11-29-2018	04-16-2019
litwr0000232	0203016	7	461.089	07-01-2014		11-29-2018	04-16-2019
litwr0000232	0203016	7	613.7516	07-01-2015		11-29-2018	04-16-2019
litwr0000232	0203016	7	623.7914	07-01-2016		11-29-2018	04-16-2019
litwr0000233	0203017	7	462.0686	01-01-2012		11-29-2018	04-16-2019
litwr0000233	0203017	7	477.8726	07-01-2013		11-29-2018	04-16-2019
litwr0000233	0203017	7	477.016	07-01-2014		11-29-2018	04-16-2019
litwr0000233	0203017	7	634.952	07-01-2015		11-29-2018	04-16-2019
litwr0000233	0203017	7	645.3386	07-01-2016		11-29-2018	04-16-2019
litwr0000234	0203018	7	539.2086	01-01-2012		11-29-2018	04-16-2019
litwr0000234	0203018	7	557.651	07-01-2013		11-29-2018	04-16-2019
litwr0000234	0203018	7	556.6514	07-01-2014		11-29-2018	04-16-2019
litwr0000234	0203018	7	740.954	07-01-2015		11-29-2018	04-16-2019
litwr0000234	0203018	7	753.0746	07-01-2016		11-29-2018	04-16-2019
litwr0000235	0203019	7	230.6486	01-01-2012		11-29-2018	04-16-2019
litwr0000235	0203019	7	245.4407	07-01-2012		11-29-2018	04-16-2019
litwr0000235	0203019	7	250.0056	07-01-2013		11-29-2018	04-16-2019
litwr0000235	0203019	7	255.5858	07-01-2014		11-29-2018	04-16-2019
litwr0000235	0203019	7	325.0728	07-01-2015		11-29-2018	04-16-2019
litwr0000235	0203019	7	332.8683	07-01-2016		11-29-2018	04-16-2019
litwr0000236	0203020	7	492.9246	01-01-2012		11-29-2018	04-16-2019
litwr0000236	0203020	7	509.784	07-01-2013		11-29-2018	04-16-2019
