Brand_ID	ProductLabel	CurrencyKey	UnitProce_EUR	SCD_EffectiveDate	ETL_LoadID	ETL_CreateDate	ETL_ModifiedDate
fabrk0000178	0803015	7	200.3778	07-01-2016		11-29-2018	04-16-2019
fabrk0000179	0803016	7	107.9883	01-01-2012		11-29-2018	04-16-2019
fabrk0000179	0803016	7	114.9139	07-01-2012		11-29-2018	04-16-2019
fabrk0000179	0803016	7	117.0511	07-01-2013		11-29-2018	04-16-2019
fabrk0000179	0803016	7	119.6637	07-01-2014		11-29-2018	04-16-2019
fabrk0000179	0803016	7	152.1971	07-01-2015		11-29-2018	04-16-2019
fabrk0000179	0803016	7	155.8469	07-01-2016		11-29-2018	04-16-2019
fabrk0000180	0803017	7	77.1323	01-01-2012		11-29-2018	04-16-2019
fabrk0000180	0803017	7	82.079	07-01-2012		11-29-2018	04-16-2019
fabrk0000180	0803017	7	83.6055	07-01-2013		11-29-2018	04-16-2019
fabrk0000180	0803017	7	85.4717	07-01-2014		11-29-2018	04-16-2019
fabrk0000180	0803017	7	108.7091	07-01-2015		11-29-2018	04-16-2019
fabrk0000180	0803017	7	111.3161	07-01-2016		11-29-2018	04-16-2019
fabrk0000181	0803018	7	73.2753	01-01-2012		11-29-2018	04-16-2019
fabrk0000181	0803018	7	77.9746	07-01-2012		11-29-2018	04-16-2019
fabrk0000181	0803018	7	79.4248	07-01-2013		11-29-2018	04-16-2019
fabrk0000181	0803018	7	81.1976	07-01-2014		11-29-2018	04-16-2019
fabrk0000181	0803018	7	103.2731	07-01-2015		11-29-2018	04-16-2019
fabrk0000181	0803018	7	105.7497	07-01-2016		11-29-2018	04-16-2019
fabrk0000182	0803019	7	513.7061	01-01-2012		11-29-2018	04-16-2019
fabrk0000182	0803019	7	505.9972	07-01-2014		11-29-2018	04-16-2019
fabrk0000182	0803019	7	657.6424	07-01-2015		11-29-2018	04-16-2019
fabrk0000182	0803019	7	699.5207	07-01-2016		11-29-2018	04-16-2019
fabrk0000183	0803020	7	154.2723	01-01-2012		11-29-2018	04-16-2019
fabrk0000183	0803020	7	159.5488	07-01-2013		11-29-2018	04-16-2019
fabrk0000183	0803020	7	159.2628	07-01-2014		11-29-2018	04-16-2019
fabrk0000183	0803020	7	211.9934	07-01-2015		11-29-2018	04-16-2019
fabrk0000183	0803020	7	215.4612	07-01-2016		11-29-2018	04-16-2019
fabrk0000184	0803021	7	138.8443	01-01-2012		11-29-2018	04-16-2019
fabrk0000184	0803021	7	147.7488	07-01-2012		11-29-2018	04-16-2019
fabrk0000184	0803021	7	150.4967	07-01-2013		11-29-2018	04-16-2019
fabrk0000184	0803021	7	153.8558	07-01-2014		11-29-2018	04-16-2019
fabrk0000184	0803021	7	195.6851	07-01-2015		11-29-2018	04-16-2019
fabrk0000184	0803021	7	200.3778	07-01-2016		11-29-2018	04-16-2019
fabrk0000185	0803022	7	107.9883	01-01-2012		11-29-2018	04-16-2019
fabrk0000185	0803022	7	114.9139	07-01-2012		11-29-2018	04-16-2019
fabrk0000185	0803022	7	117.0511	07-01-2013		11-29-2018	04-16-2019
fabrk0000185	0803022	7	119.6637	07-01-2014		11-29-2018	04-16-2019
fabrk0000185	0803022	7	152.1971	07-01-2015		11-29-2018	04-16-2019
fabrk0000185	0803022	7	155.8469	07-01-2016		11-29-2018	04-16-2019
fabrk0000186	0803023	7	77.1323	01-01-2012		11-29-2018	04-16-2019
fabrk0000186	0803023	7	82.079	07-01-2012		11-29-2018	04-16-2019
fabrk0000186	0803023	7	83.6055	07-01-2013		11-29-2018	04-16-2019
fabrk0000186	0803023	7	85.4717	07-01-2014		11-29-2018	04-16-2019
fabrk0000186	0803023	7	108.7091	07-01-2015		11-29-2018	04-16-2019
fabrk0000186	0803023	7	111.3161	07-01-2016		11-29-2018	04-16-2019
fabrk0000187	0803024	7	73.2753	01-01-2012		11-29-2018	04-16-2019
fabrk0000187	0803024	7	77.9746	07-01-2012		11-29-2018	04-16-2019
fabrk0000187	0803024	7	79.4248	07-01-2013		11-29-2018	04-16-2019
fabrk0000187	0803024	7	81.1976	07-01-2014		11-29-2018	04-16-2019
fabrk0000187	0803024	7	103.2731	07-01-2015		11-29-2018	04-16-2019
fabrk0000187	0803024	7	105.7497	07-01-2016		11-29-2018	04-16-2019
fabrk0000188	0803025	7	513.7061	01-01-2012		11-29-2018	04-16-2019
fabrk0000188	0803025	7	505.9972	07-01-2014		11-29-2018	04-16-2019
fabrk0000188	0803025	7	657.6424	07-01-2015		11-29-2018	04-16-2019
fabrk0000188	0803025	7	699.5207	07-01-2016		11-29-2018	04-16-2019
fabrk0000189	0803026	7	154.2723	01-01-2012		11-29-2018	04-16-2019
fabrk0000189	0803026	7	159.5488	07-01-2013		11-29-2018	04-16-2019
fabrk0000189	0803026	7	159.2628	07-01-2014		11-29-2018	04-16-2019
fabrk0000189	0803026	7	211.9934	07-01-2015		11-29-2018	04-16-2019
fabrk0000189	0803026	7	215.4612	07-01-2016		11-29-2018	04-16-2019
