Brand_ID	ProductLabel	CurrencyKey	UnitProce_EUR	SCD_EffectiveDate	ETL_LoadID	ETL_CreateDate	ETL_ModifiedDate
pware0000092	0305013	7	1918.939	07-01-2013		11-29-2018	04-16-2019
pware0000092	0305013	7	1961.7706	07-01-2014		11-29-2018	04-16-2019
pware0000092	0305013	7	2495.124	07-01-2015		11-29-2018	04-16-2019
pware0000092	0305013	7	2554.9592	07-01-2016		11-29-2018	04-16-2019
pware0000093	0305014	7	1927.7286	01-01-2012		11-29-2018	04-16-2019
pware0000093	0305014	7	2051.3591	07-01-2012		11-29-2018	04-16-2019
pware0000093	0305014	7	2089.5115	07-01-2013		11-29-2018	04-16-2019
pware0000093	0305014	7	2136.1501	07-01-2014		11-29-2018	04-16-2019
pware0000093	0305014	7	2716.9128	07-01-2015		11-29-2018	04-16-2019
pware0000093	0305014	7	2782.0667	07-01-2016		11-29-2018	04-16-2019
pware0000094	0305015	7	539.2086	01-01-2012		11-29-2018	04-16-2019
pware0000094	0305015	7	573.7895	07-01-2012		11-29-2018	04-16-2019
pware0000094	0305015	7	584.4612	07-01-2013		11-29-2018	04-16-2019
pware0000094	0305015	7	597.5066	07-01-2014		11-29-2018	04-16-2019
pware0000094	0305015	7	759.9528	07-01-2015		11-29-2018	04-16-2019
pware0000094	0305015	7	778.1771	07-01-2016		11-29-2018	04-16-2019
pware0000095	0305016	7	770.6286	01-01-2012		11-29-2018	04-16-2019
pware0000095	0305016	7	820.0511	07-01-2012		11-29-2018	04-16-2019
pware0000095	0305016	7	835.3029	07-01-2013		11-29-2018	04-16-2019
pware0000095	0305016	7	853.9472	07-01-2014		11-29-2018	04-16-2019
pware0000095	0305016	7	1086.1128	07-01-2015		11-29-2018	04-16-2019
pware0000095	0305016	7	1112.1587	07-01-2016		11-29-2018	04-16-2019
pware0000096	0305017	7	176.6506	01-01-2012		11-29-2018	04-16-2019
pware0000096	0305017	7	187.9797	07-01-2012		11-29-2018	04-16-2019
pware0000096	0305017	7	191.4758	07-01-2013		11-29-2018	04-16-2019
pware0000096	0305017	7	195.7497	07-01-2014		11-29-2018	04-16-2019
pware0000096	0305017	7	248.9688	07-01-2015		11-29-2018	04-16-2019
pware0000096	0305017	7	254.9393	07-01-2016		11-29-2018	04-16-2019
pware0000097	0305018	7	384.9286	01-01-2012		11-29-2018	04-16-2019
pware0000097	0305018	7	409.6151	07-01-2012		11-29-2018	04-16-2019
pware0000097	0305018	7	417.2334	07-01-2013		11-29-2018	04-16-2019
pware0000097	0305018	7	426.5462	07-01-2014		11-29-2018	04-16-2019
pware0000097	0305018	7	542.5128	07-01-2015		11-29-2018	04-16-2019
pware0000097	0305018	7	555.5227	07-01-2016		11-29-2018	04-16-2019
pware0000098	0305019	7	354.0726	01-01-2012		11-29-2018	04-16-2019
pware0000098	0305019	7	348.7592	07-01-2014		11-29-2018	04-16-2019
pware0000098	0305019	7	453.2809	07-01-2015		11-29-2018	04-16-2019
pware0000098	0305019	7	482.1455	07-01-2016		11-29-2018	04-16-2019
pware0000099	0305020	7	230.6486	01-01-2012		11-29-2018	04-16-2019
pware0000099	0305020	7	238.5374	07-01-2013		11-29-2018	04-16-2019
pware0000099	0305020	7	238.1098	07-01-2014		11-29-2018	04-16-2019
pware0000099	0305020	7	316.946	07-01-2015		11-29-2018	04-16-2019
pware0000099	0305020	7	322.1306	07-01-2016		11-29-2018	04-16-2019
pware0000100	0305021	7	193.6214	01-01-2012		11-29-2018	04-16-2019
pware0000100	0305021	7	200.2438	07-01-2013		11-29-2018	04-16-2019
pware0000100	0305021	7	199.8849	07-01-2014		11-29-2018	04-16-2019
pware0000100	0305021	7	266.065	07-01-2015		11-29-2018	04-16-2019
pware0000100	0305021	7	270.4174	07-01-2016		11-29-2018	04-16-2019
pware0000101	0305022	7	146.566	01-01-2012		11-29-2018	04-16-2019
pware0000101	0305022	7	155.9657	07-01-2012		11-29-2018	04-16-2019
pware0000101	0305022	7	158.8664	07-01-2013		11-29-2018	04-16-2019
pware0000101	0305022	7	162.4124	07-01-2014		11-29-2018	04-16-2019
pware0000101	0305022	7	206.568	07-01-2015		11-29-2018	04-16-2019
pware0000101	0305022	7	211.5217	07-01-2016		11-29-2018	04-16-2019
pware0000102	0305023	7	107.2246	01-01-2012		11-29-2018	04-16-2019
pware0000102	0305023	7	114.1012	07-01-2012		11-29-2018	04-16-2019
pware0000102	0305023	7	116.2233	07-01-2013		11-29-2018	04-16-2019
pware0000102	0305023	7	118.8175	07-01-2014		11-29-2018	04-16-2019
pware0000102	0305023	7	151.1208	07-01-2015		11-29-2018	04-16-2019
pware0000102	0305023	7	154.7448	07-01-2016		11-29-2018	04-16-2019
pware0000103	0305024	7	84.0826	01-01-2012		11-29-2018	04-16-2019
pware0000103	0305024	7	89.475	07-01-2012		11-29-2018	04-16-2019
pware0000103	0305024	7	91.1392	07-01-2013		11-29-2018	04-16-2019
pware0000103	0305024	7	93.1734	07-01-2014		11-29-2018	04-16-2019
pware0000103	0305024	7	118.5048	07-01-2015		11-29-2018	04-16-2019
pware0000103	0305024	7	121.3466	07-01-2016		11-29-2018	04-16-2019
pware0000104	0305025	7	1770.363	01-01-2012		11-29-2018	04-16-2019
pware0000104	0305025	7	1883.9012	07-01-2012		11-29-2018	04-16-2019
pware0000104	0305025	7	1918.939	07-01-2013		11-29-2018	04-16-2019
pware0000104	0305025	7	1961.7706	07-01-2014		11-29-2018	04-16-2019
pware0000104	0305025	7	2495.124	07-01-2015		11-29-2018	04-16-2019
pware0000104	0305025	7	2554.9592	07-01-2016		11-29-2018	04-16-2019
pware0000105	0305026	7	1927.7286	01-01-2012		11-29-2018	04-16-2019
pware0000105	0305026	7	2051.3591	07-01-2012		11-29-2018	04-16-2019
pware0000105	0305026	7	2089.5115	07-01-2013		11-29-2018	04-16-2019
pware0000105	0305026	7	2136.1501	07-01-2014		11-29-2018	04-16-2019
pware0000105	0305026	7	2716.9128	07-01-2015		11-29-2018	04-16-2019
pware0000105	0305026	7	2782.0667	07-01-2016		11-29-2018	04-16-2019
pware0000106	0305027	7	539.2086	01-01-2012		11-29-2018	04-16-2019
pware0000106	0305027	7	573.7895	07-01-2012		11-29-2018	04-16-2019
pware0000106	0305027	7	584.4612	07-01-2013		11-29-2018	04-16-2019
pware0000106	0305027	7	597.5066	07-01-2014		11-29-2018	04-16-2019
pware0000106	0305027	7	759.9528	07-01-2015		11-29-2018	04-16-2019
pware0000106	0305027	7	778.1771	07-01-2016		11-29-2018	04-16-2019
pware0000107	0305028	7	770.6286	01-01-2012		11-29-2018	04-16-2019
pware0000107	0305028	7	820.0511	07-01-2012		11-29-2018	04-16-2019
pware0000107	0305028	7	835.3029	07-01-2013		11-29-2018	04-16-2019
pware0000107	0305028	7	853.9472	07-01-2014		11-29-2018	04-16-2019
pware0000107	0305028	7	1086.1128	07-01-2015		11-29-2018	04-16-2019
pware0000107	0305028	7	1112.1587	07-01-2016		11-29-2018	04-16-2019
pware0000108	0305029	7	176.6506	01-01-2012		11-29-2018	04-16-2019
pware0000108	0305029	7	187.9797	07-01-2012		11-29-2018	04-16-2019
pware0000108	0305029	7	191.4758	07-01-2013		11-29-2018	04-16-2019
pware0000108	0305029	7	195.7497	07-01-2014		11-29-2018	04-16-2019
pware0000108	0305029	7	248.9688	07-01-2015		11-29-2018	04-16-2019
pware0000108	0305029	7	254.9393	07-01-2016		11-29-2018	04-16-2019
