Product_ID;ProductLabel;CurrencyKey;UnitPrice_CNY;SCD_EffectiveDate;ETL_LoadID;ETL_CreateDate;ETL_ModifiedDate
"0505010501049";"0501049";"23";"195.8139";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0505010501049";"0501049";"23";"215.1308";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0505010501050";"0501050";"23";"183.4777";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0505010501050";"0501050";"23";"189.5656";"2012-07-01";"";"2018-11-29";"2019-04-16"
"0505010501050";"0501050";"23";"195.1971";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0505010501050";"0501050";"23";"208.6111";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0505010501050";"0501050";"23";"215.7169";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0505010501050";"0501050";"23";"238.7747";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0505010501051";"0501051";"23";"208.7937";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0505010501051";"0501051";"23";"211.0178";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0505010501051";"0501051";"23";"222.9788";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0505010501051";"0501051";"23";"256.3815";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0505010501052";"0501052";"23";"227.7807";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0505010501052";"0501052";"23";"235.3386";"2012-07-01";"";"2018-11-29";"2019-04-16"
"0505010501052";"0501052";"23";"242.3299";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0505010501052";"0501052";"23";"258.9829";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0505010501052";"0501052";"23";"267.8045";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0505010501052";"0501052";"23";"296.4299";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0505010501053";"0501053";"23";"254.3625";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0505010501053";"0501053";"23";"257.072";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0505010501053";"0501053";"23";"271.6434";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0505010501053";"0501053";"23";"312.3362";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0505010501054";"0501054";"23";"277.2735";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0505010501054";"0501054";"23";"286.4736";"2012-07-01";"";"2018-11-29";"2019-04-16"
"0505010501054";"0501054";"23";"294.984";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0505010501054";"0501054";"23";"315.2554";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0505010501054";"0501054";"23";"325.9937";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0505010501054";"0501054";"23";"360.839";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0505010501055";"0501055";"23";"300.2478";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0505010501055";"0501055";"23";"304.7732";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0505010501055";"0501055";"23";"318.0347";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0505010501055";"0501055";"23";"344.1797";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0505010501055";"0501055";"23";"378.1329";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0505010501056";"0501056";"23";"208.7937";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0505010501056";"0501056";"23";"211.0178";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0505010501056";"0501056";"23";"222.9788";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0505010501056";"0501056";"23";"256.3815";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0505010501057";"0501057";"23";"227.7807";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0505010501057";"0501057";"23";"235.3386";"2012-07-01";"";"2018-11-29";"2019-04-16"
"0505010501057";"0501057";"23";"242.3299";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0505010501057";"0501057";"23";"258.9829";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0505010501057";"0501057";"23";"267.8045";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0505010501057";"0501057";"23";"296.4299";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0505010501058";"0501058";"23";"89.8085";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0505010501058";"0501058";"23";"92.7884";"2012-07-01";"";"2018-11-29";"2019-04-16"
"0505010501058";"0501058";"23";"95.5449";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0505010501058";"0501058";"23";"102.1108";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0505010501058";"0501058";"23";"105.5889";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0505010501058";"0501058";"23";"116.8753";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0505010501059";"0501059";"23";"101.264";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0505010501059";"0501059";"23";"102.3427";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0505010501059";"0501059";"23";"108.1437";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0505010501059";"0501059";"23";"124.3439";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0505010501060";"0501060";"23";"265.818";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0505010501060";"0501060";"23";"274.638";"2012-07-01";"";"2018-11-29";"2019-04-16"
"0505010501060";"0501060";"23";"282.7968";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0505010501060";"0501060";"23";"302.2307";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0505010501060";"0501060";"23";"312.5254";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0505010501060";"0501060";"23";"345.931";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0505010501061";"0501061";"23";"196.199";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0505010501061";"0501061";"23";"202.709";"2012-07-01";"";"2018-11-29";"2019-04-16"
"0505010501061";"0501061";"23";"208.731";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0505010501061";"0501061";"23";"223.075";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0505010501061";"0501061";"23";"230.6735";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0505010501061";"0501061";"23";"255.33";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0505010501062";"0501062";"23";"101.264";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0505010501062";"0501062";"23";"104.624";"2012-07-01";"";"2018-11-29";"2019-04-16"
"0505010501062";"0501062";"23";"107.7321";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0505010501062";"0501062";"23";"115.1355";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0505010501062";"0501062";"23";"119.0573";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0505010501062";"0501062";"23";"131.7832";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0505010501063";"0501063";"23";"139.238";"2012-01-01";"";"2018-11-29";"2019-04-16"
"0505010501063";"0501063";"23";"143.858";"2012-07-01";"";"2018-11-29";"2019-04-16"
"0505010501063";"0501063";"23";"148.1317";"2013-07-01";"";"2018-11-29";"2019-04-16"
"0505010501063";"0501063";"23";"158.3113";"2014-07-01";"";"2018-11-29";"2019-04-16"
"0505010501063";"0501063";"23";"163.7038";"2015-07-01";"";"2018-11-29";"2019-04-16"
"0505010501063";"0501063";"23";"181.2019";"2016-07-01";"";"2018-11-29";"2019-04-16"
"0505010501064";"0501064";"23";"145.567";"2012-01-01";"";"2018-11-29";"2019-04-16"
