Brand_ID	ProductLabel	CurrencyKey	UnitProce_EUR	SCD_EffectiveDate	ETL_LoadID	ETL_CreateDate	ETL_ModifiedDate
ttoys0000111	0702111	7	27.3537	07-01-2014		11-29-2018	04-16-2019
ttoys0000111	0702111	7	34.7904	07-01-2015		11-29-2018	04-16-2019
ttoys0000111	0702111	7	35.6247	07-01-2016		11-29-2018	04-16-2019
ttoys0000112	0702112	7	24.6848	01-01-2012		11-29-2018	04-16-2019
ttoys0000112	0702112	7	26.2679	07-01-2012		11-29-2018	04-16-2019
ttoys0000112	0702112	7	26.7564	07-01-2013		11-29-2018	04-16-2019
ttoys0000112	0702112	7	27.3537	07-01-2014		11-29-2018	04-16-2019
ttoys0000112	0702112	7	34.7904	07-01-2015		11-29-2018	04-16-2019
ttoys0000112	0702112	7	35.6247	07-01-2016		11-29-2018	04-16-2019
ttoys0000113	0702113	7	24.6848	01-01-2012		11-29-2018	04-16-2019
ttoys0000113	0702113	7	26.2679	07-01-2012		11-29-2018	04-16-2019
ttoys0000113	0702113	7	26.7564	07-01-2013		11-29-2018	04-16-2019
ttoys0000113	0702113	7	27.3537	07-01-2014		11-29-2018	04-16-2019
ttoys0000113	0702113	7	34.7904	07-01-2015		11-29-2018	04-16-2019
ttoys0000113	0702113	7	35.6247	07-01-2016		11-29-2018	04-16-2019
ttoys0000114	0702114	7	24.6848	01-01-2012		11-29-2018	04-16-2019
ttoys0000114	0702114	7	26.2679	07-01-2012		11-29-2018	04-16-2019
ttoys0000114	0702114	7	26.7564	07-01-2013		11-29-2018	04-16-2019
ttoys0000114	0702114	7	27.3537	07-01-2014		11-29-2018	04-16-2019
ttoys0000114	0702114	7	34.7904	07-01-2015		11-29-2018	04-16-2019
ttoys0000114	0702114	7	35.6247	07-01-2016		11-29-2018	04-16-2019
ttoys0000115	0702115	7	24.6848	01-01-2012		11-29-2018	04-16-2019
ttoys0000115	0702115	7	26.2679	07-01-2012		11-29-2018	04-16-2019
ttoys0000115	0702115	7	26.7564	07-01-2013		11-29-2018	04-16-2019
ttoys0000115	0702115	7	27.3537	07-01-2014		11-29-2018	04-16-2019
ttoys0000115	0702115	7	34.7904	07-01-2015		11-29-2018	04-16-2019
ttoys0000115	0702115	7	35.6247	07-01-2016		11-29-2018	04-16-2019
ttoys0000116	0702116	7	24.6848	01-01-2012		11-29-2018	04-16-2019
ttoys0000116	0702116	7	26.2679	07-01-2012		11-29-2018	04-16-2019
ttoys0000116	0702116	7	26.7564	07-01-2013		11-29-2018	04-16-2019
ttoys0000116	0702116	7	27.3537	07-01-2014		11-29-2018	04-16-2019
ttoys0000116	0702116	7	34.7904	07-01-2015		11-29-2018	04-16-2019
ttoys0000116	0702116	7	35.6247	07-01-2016		11-29-2018	04-16-2019
ttoys0000117	0702117	7	24.6848	01-01-2012		11-29-2018	04-16-2019
ttoys0000117	0702117	7	24.3144	07-01-2014		11-29-2018	04-16-2019
ttoys0000117	0702117	7	31.6013	07-01-2015		11-29-2018	04-16-2019
ttoys0000117	0702117	7	33.6136	07-01-2016		11-29-2018	04-16-2019
ttoys0000118	0702118	7	24.6848	01-01-2012		11-29-2018	04-16-2019
ttoys0000118	0702118	7	26.2679	07-01-2012		11-29-2018	04-16-2019
ttoys0000118	0702118	7	26.7564	07-01-2013		11-29-2018	04-16-2019
ttoys0000118	0702118	7	27.3537	07-01-2014		11-29-2018	04-16-2019
ttoys0000118	0702118	7	34.7904	07-01-2015		11-29-2018	04-16-2019
ttoys0000118	0702118	7	35.6247	07-01-2016		11-29-2018	04-16-2019
ttoys0000119	0702119	7	24.6848	01-01-2012		11-29-2018	04-16-2019
ttoys0000119	0702119	7	26.2679	07-01-2012		11-29-2018	04-16-2019
ttoys0000119	0702119	7	26.7564	07-01-2013		11-29-2018	04-16-2019
ttoys0000119	0702119	7	27.3537	07-01-2014		11-29-2018	04-16-2019
ttoys0000119	0702119	7	34.7904	07-01-2015		11-29-2018	04-16-2019
ttoys0000119	0702119	7	35.6247	07-01-2016		11-29-2018	04-16-2019
ttoys0000120	0702120	7	24.6848	01-01-2012		11-29-2018	04-16-2019
ttoys0000120	0702120	7	26.2679	07-01-2012		11-29-2018	04-16-2019
ttoys0000120	0702120	7	26.7564	07-01-2013		11-29-2018	04-16-2019
ttoys0000120	0702120	7	27.3537	07-01-2014		11-29-2018	04-16-2019
ttoys0000120	0702120	7	34.7904	07-01-2015		11-29-2018	04-16-2019
ttoys0000120	0702120	7	35.6247	07-01-2016		11-29-2018	04-16-2019
litwr0000001	0801001	7	2045.7528	01-01-2012		11-29-2018	04-16-2019
